year,title,authors,author_data
2020,Exploring the Pareto-Optimality between Quality and Diversity in Text Generation,"['https://www.semanticscholar.org/author/Yanyan-Lan/37510256', ""https://www.semanticscholar.org/author/Jia'ning-Li/47787021"", 'https://www.semanticscholar.org/author/Jiafeng-Guo/70414094', 'https://www.semanticscholar.org/author/Xueqi-Cheng/47172687']","[{'Publications': '124', 'h-index': '25', 'Citations': '2,797', 'Highly Influential Citations': '449'}, {'Publications': '13', 'h-index': '3', 'Citations': '15', 'Highly Influential Citations': '1'}, {'Publications': '66', 'h-index': '13', 'Citations': '1,470', 'Highly Influential Citations': '150'}, {'Publications': '26', 'h-index': '4', 'Citations': '89', 'Highly Influential Citations': '4'}]"
2020,An Empirical Study of Encoders and Decoders in Graph-Based Dependency Parsing,"['https://www.semanticscholar.org/author/Kewei-Tu/40341553', 'https://www.semanticscholar.org/author/Ziyuan-Hu/83033320', 'https://www.semanticscholar.org/author/Ge-Wang/30712173', 'https://www.semanticscholar.org/author/Zechuan-Hu/1390658116']","[{'Publications': '58', 'h-index': '11', 'Citations': '504', 'Highly Influential Citations': '29'}, {'Publications': '5', 'h-index': '1', 'Citations': '23', 'Highly Influential Citations': '0'}, {'Publications': '18', 'h-index': '4', 'Citations': '46', 'Highly Influential Citations': '0'}, {'Publications': '2', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}]"
2020,Hierarchical Summary-to-Article Generation,"['https://www.semanticscholar.org/author/Tao-Ge/50251691', 'https://www.semanticscholar.org/author/Ming-Zhou/92660691', 'https://www.semanticscholar.org/author/Wangchunshu-Zhou/150341221', 'https://www.semanticscholar.org/author/Ke-Xu/71084877', 'https://www.semanticscholar.org/author/Furu-Wei/49807919']","[{'Publications': '39', 'h-index': '6', 'Citations': '99', 'Highly Influential Citations': '4'}, {'Publications': '204', 'h-index': '19', 'Citations': '2,100', 'Highly Influential Citations': '56'}, {'Publications': '12', 'h-index': '3', 'Citations': '22', 'Highly Influential Citations': '2'}, {'Publications': '119', 'h-index': '9', 'Citations': '335', 'Highly Influential Citations': '16'}, {'Publications': '165', 'h-index': '45', 'Citations': '7,663', 'Highly Influential Citations': '809'}]"
2020,Anomaly Detection by Deep Direct Density Ratio Estimation,"['https://www.semanticscholar.org/author/Masahiro-Abe/1471565765', 'https://www.semanticscholar.org/author/Masashi-Sugiyama/67154907']","[{'Publications': '6', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '710', 'h-index': '57', 'Citations': '13,178', 'Highly Influential Citations': '1,306'}]"
2020,Generating Biased Datasets for Neural Natural Language Processing,"['https://www.semanticscholar.org/author/Yew-Soon-Ong/144848119', 'https://www.semanticscholar.org/author/Aston-Zhang/2085709', 'https://www.semanticscholar.org/author/Yi-Tay/144447820', 'https://www.semanticscholar.org/author/Alvin-T.-S.-Chan/1733004']","[{'Publications': '358', 'h-index': '48', 'Citations': '9,656', 'Highly Influential Citations': '489'}, {'Publications': '42', 'h-index': '13', 'Citations': '667', 'Highly Influential Citations': '51'}, {'Publications': '69', 'h-index': '19', 'Citations': '1,455', 'Highly Influential Citations': '171'}, {'Publications': '133', 'h-index': '19', 'Citations': '1,772', 'Highly Influential Citations': '111'}]"
2020,3D-SIC: 3D Semantic Instance Completion for RGB-D Scans,"['https://www.semanticscholar.org/author/Ji-Hou/144129263', 'https://www.semanticscholar.org/author/Matthias-Nie%C3%9Fner/2209612', 'https://www.semanticscholar.org/author/Angela-Dai/2208531']","[{'Publications': '11', 'h-index': '3', 'Citations': '80', 'Highly Influential Citations': '9'}, {'Publications': '142', 'h-index': '39', 'Citations': '22,340', 'Highly Influential Citations': '1,810'}, {'Publications': '36', 'h-index': '16', 'Citations': '2,818', 'Highly Influential Citations': '438'}]"
2020,Towards Holistic and Automatic Evaluation of Open-Domain Dialogue Generation,"['https://www.semanticscholar.org/author/Bo-Pang/1560385163', 'https://www.semanticscholar.org/author/Erik-Nijkamp/2043490', 'https://www.semanticscholar.org/author/Wenjuan-Han/144836032', 'https://www.semanticscholar.org/author/Alex-Zhou/145031579']","[{'Publications': '16', 'h-index': '2', 'Citations': '17', 'Highly Influential Citations': '0'}, {'Publications': '25', 'h-index': '9', 'Citations': '783', 'Highly Influential Citations': '90'}, {'Publications': '14', 'h-index': '4', 'Citations': '49', 'Highly Influential Citations': '3'}, {'Publications': '8', 'h-index': '3', 'Citations': '64', 'Highly Influential Citations': '4'}]"
2020,Semi-Supervised Semantic Dependency Parsing Using CRF Autoencoders,"['https://www.semanticscholar.org/author/Kewei-Tu/40341553', 'https://www.semanticscholar.org/author/Jiong-Cai/1387496376', 'https://www.semanticscholar.org/author/Youmi-Ma/1453595477', 'https://www.semanticscholar.org/author/Zixia-Jia/1453587987']","[{'Publications': '58', 'h-index': '11', 'Citations': '504', 'Highly Influential Citations': '29'}, {'Publications': '7', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '2', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}]"
2020,Contextualized Sparse Representation with Rectified N-Gram Attention for Open-Domain Question Answering,"['https://www.semanticscholar.org/author/Jaewoo-Kang/144323862', 'https://www.semanticscholar.org/author/Hannaneh-Hajishirzi/2548384', 'https://www.semanticscholar.org/author/Jinhyuk-Lee/46664096', 'https://www.semanticscholar.org/author/Minjoon-Seo/120182566']","[{'Publications': '164', 'h-index': '24', 'Citations': '2,953', 'Highly Influential Citations': '311'}, {'Publications': '98', 'h-index': '25', 'Citations': '2,999', 'Highly Influential Citations': '607'}, {'Publications': '12', 'h-index': '5', 'Citations': '416', 'Highly Influential Citations': '104'}, {'Publications': '8', 'h-index': '2', 'Citations': '34', 'Highly Influential Citations': '9'}]"
2020,Recurrent Layer Attention Network,"['https://www.semanticscholar.org/author/Inwook-Shim/2271691', 'https://www.semanticscholar.org/author/Eun-Seok-Kim/48568064']","[{'Publications': '25', 'h-index': '7', 'Citations': '221', 'Highly Influential Citations': '15'}, {'Publications': '77', 'h-index': '7', 'Citations': '161', 'Highly Influential Citations': '11'}]"
2020,Natural Language State Representation for Reinforcement Learning,"['https://www.semanticscholar.org/author/Erez-Schwartz/1381349441', 'https://www.semanticscholar.org/author/Shie-Mannor/1712535', 'https://www.semanticscholar.org/author/Guy-Tennenholtz/29978064', 'https://www.semanticscholar.org/author/Chen-Tessler/3393407']","[{'Publications': '6', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '420', 'h-index': '51', 'Citations': '12,549', 'Highly Influential Citations': '1,227'}, {'Publications': '11', 'h-index': '4', 'Citations': '34', 'Highly Influential Citations': '3'}, {'Publications': '10', 'h-index': '5', 'Citations': '262', 'Highly Influential Citations': '17'}]"
2020,BEAN: Interpretable Representation Learning with Biologically-Enhanced Artificial Neuronal Assembly Regularization,"['https://www.semanticscholar.org/author/Giorgio-Ascoli/49990494', 'https://www.semanticscholar.org/author/Yuyang-Gao/3366579']","[{'Publications': '19', 'h-index': '4', 'Citations': '46', 'Highly Influential Citations': '0'}, {'Publications': '34', 'h-index': '9', 'Citations': '246', 'Highly Influential Citations': '11'}]"
2020,Revisiting Fine-tuning for Few-shot Learning,"['https://www.semanticscholar.org/author/Akihiro-Nakamura/145658953', 'https://www.semanticscholar.org/author/Tatsuya-Harada/1790553']","[{'Publications': '105', 'h-index': '12', 'Citations': '544', 'Highly Influential Citations': '23'}, {'Publications': '216', 'h-index': '28', 'Citations': '2,786', 'Highly Influential Citations': '336'}]"
2020,Unrestricted Adversarial Attacks For Semantic Segmentation,"['https://www.semanticscholar.org/author/Chengzhi-Mao/7700460', 'https://www.semanticscholar.org/author/Baishakhi-Ray/31631000', 'https://www.semanticscholar.org/author/Guangyu-Shen/49055185', 'https://www.semanticscholar.org/author/Junfeng-Yang/152211006']","[{'Publications': '10', 'h-index': '3', 'Citations': '29', 'Highly Influential Citations': '2'}, {'Publications': '65', 'h-index': '21', 'Citations': '2,139', 'Highly Influential Citations': '195'}, {'Publications': '17', 'h-index': '6', 'Citations': '106', 'Highly Influential Citations': '6'}, {'Publications': '12', 'h-index': '2', 'Citations': '24', 'Highly Influential Citations': '2'}]"
2020,End-to-End Multi-Domain Task-Oriented Dialogue Systems with Multi-level Neural Belief Tracker,"['https://www.semanticscholar.org/author/Nancy-F.-Chen/2185019', 'https://www.semanticscholar.org/author/Doyen-Sahoo/36187119', 'https://www.semanticscholar.org/author/Steven-C.-H.-Hoi/1741126', 'https://www.semanticscholar.org/author/Chenghao-Liu/2039481', 'https://www.semanticscholar.org/author/Hung-T.-Le/145829609']","[{'Publications': '95', 'h-index': '15', 'Citations': '711', 'Highly Influential Citations': '24'}, {'Publications': '28', 'h-index': '11', 'Citations': '386', 'Highly Influential Citations': '53'}, {'Publications': '298', 'h-index': '55', 'Citations': '9,999', 'Highly Influential Citations': '859'}, {'Publications': '50', 'h-index': '12', 'Citations': '908', 'Highly Influential Citations': '73'}, {'Publications': '35', 'h-index': '7', 'Citations': '292', 'Highly Influential Citations': '19'}]"
2020,Accelerate DNN Inference  By Inter-Operator Parallelization,"['https://www.semanticscholar.org/author/Ligeng-Zhu/20515689', 'https://www.semanticscholar.org/author/Yaoyao-Ding/2942893', 'https://www.semanticscholar.org/author/Song-Han/1576152367', 'https://www.semanticscholar.org/author/Zhihao-Jia/2240460']","[{'Publications': '16', 'h-index': '5', 'Citations': '510', 'Highly Influential Citations': '140'}, {'Publications': '13', 'h-index': '6', 'Citations': '197', 'Highly Influential Citations': '13'}, {'Publications': '11', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '70', 'h-index': '15', 'Citations': '800', 'Highly Influential Citations': '47'}]"
2020,Posterior Control of Blackbox Generation ,"['https://www.semanticscholar.org/author/Alexander-M.-Rush/2531268', 'https://www.semanticscholar.org/author/Xiaolin-Li/32551341']","[{'Publications': '87', 'h-index': '33', 'Citations': '7,262', 'Highly Influential Citations': '964'}, {'Publications': '206', 'h-index': '26', 'Citations': '2,205', 'Highly Influential Citations': '76'}]"
2020,Learning to Generate 3D Training Data through Hybrid Gradient,"['https://www.semanticscholar.org/author/Dawei-Yang/150084688', 'https://www.semanticscholar.org/author/Jia-Deng/153302678']","[{'Publications': '15', 'h-index': '2', 'Citations': '26', 'Highly Influential Citations': '2'}, {'Publications': '81', 'h-index': '29', 'Citations': '16,159', 'Highly Influential Citations': '2,735'}]"
2020,Learning to Learn via Gradient Component Corrections,"['https://www.semanticscholar.org/author/Christian-Simon/152541370', 'https://www.semanticscholar.org/author/Piotr-Koniusz/2155775', 'https://www.semanticscholar.org/author/Richard-Nock/1718786', 'https://www.semanticscholar.org/author/Mehrtash-Tafazzoli-Harandi/1686714']","[{'Publications': '29', 'h-index': '6', 'Citations': '197', 'Highly Influential Citations': '11'}, {'Publications': '52', 'h-index': '17', 'Citations': '947', 'Highly Influential Citations': '82'}, {'Publications': '239', 'h-index': '29', 'Citations': '3,820', 'Highly Influential Citations': '329'}, {'Publications': '101', 'h-index': '28', 'Citations': '3,271', 'Highly Influential Citations': '351'}]"
2020,VUSFA:Variational Universal Successor Features Approximator ,"['https://www.semanticscholar.org/author/Shamane-Siriwardhana/51516859', 'https://www.semanticscholar.org/author/Rivindu-Weerasekera/52001535', 'https://www.semanticscholar.org/author/Denys-J.-C.-Matthies/2101764', 'https://www.semanticscholar.org/author/Samitha-Nanayakkara/1744107']","[{'Publications': '4', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '49', 'h-index': '12', 'Citations': '347', 'Highly Influential Citations': '15'}, {'Publications': '102', 'h-index': '14', 'Citations': '838', 'Highly Influential Citations': '43'}]"
2020,Data Annealing Transfer learning Procedure for Informal Language Understanding Tasks,['https://www.semanticscholar.org/author/Yin-qing-Zhou/9113781]',"[{'Publications': '86', 'h-index': '5', 'Citations': '85', 'Highly Influential Citations': '0'}]"
2020,Building Hierarchical Interpretations in Natural Language via Feature Interaction Detection,"['https://www.semanticscholar.org/author/Hanjie-Chen/7315244', 'https://www.semanticscholar.org/author/Guangtao-Zheng/3383040', 'https://www.semanticscholar.org/author/Yangfeng-Ji/144105868']","[{'Publications': '5', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '7', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '4', 'h-index': '1', 'Citations': '7', 'Highly Influential Citations': '1'}]"
2020,Mem2Mem: Learning to Summarize Long Texts with Memory-to-Memory Transfer,"['https://www.semanticscholar.org/author/Jooyoung-Park/28115416', 'https://www.semanticscholar.org/author/Jonathan-Pilault/104354626', 'https://www.semanticscholar.org/author/Chris-Pal/98109738']","[{'Publications': '36', 'h-index': '3', 'Citations': '117', 'Highly Influential Citations': '6'}, {'Publications': '5', 'h-index': '1', 'Citations': '10', 'Highly Influential Citations': '2'}, {'Publications': '58', 'h-index': '12', 'Citations': '862', 'Highly Influential Citations': '72'}]"
2020,Improving Neural Abstractive Summarization Using Transfer Learning and Factuality-Based Evaluation: Towards Automating Science Journalism,"['https://www.semanticscholar.org/author/Rumen-Dangovski/26916003', 'https://www.semanticscholar.org/author/Li-Jing/145341956', 'https://www.semanticscholar.org/author/Dawson-Byrd/1453479279', 'https://www.semanticscholar.org/author/Preslav-Nakov/1683562', 'https://www.semanticscholar.org/author/Marin-Solja%C4%8Di%C4%87/31165273', 'https://www.semanticscholar.org/author/Michelle-Shen/1388830874']","[{'Publications': '16', 'h-index': '3', 'Citations': '18', 'Highly Influential Citations': '3'}, {'Publications': '79', 'h-index': '4', 'Citations': '96', 'Highly Influential Citations': '3'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '262', 'h-index': '47', 'Citations': '7,941', 'Highly Influential Citations': '788'}, {'Publications': '50', 'h-index': '9', 'Citations': '487', 'Highly Influential Citations': '32'}, {'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
